nama_tempat,alamat,latitude,longitude,url_tempat,id_review,rating_bintang,nama_reviewer,url_review,isi_review,tanggal_review,rating_layanan,rating_makanan,rating_suasana,panjang_review,sentimen
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VJekI3OERLMFpLZ01BEAE,5,Oma Nina,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJekI3OERLMFpLZ01BEAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEIzB78DK0ZKgMA%7CCgwIo9GbwQYQkLW6oQI%7C?hl=id,"Untuk makanan nya enak suasana nya sangat nyaman,pelayanan nya sangat ramah dengan mba lisa",2025-05-16,5.0,5.0,5.0,91,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VOTHk2ZjJkZ3FPREtREAE,5,leni Pancar,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VOTHk2ZjJkZ3FPREtREAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKENLy6f2dgqODKQ%7CCgsI1tCbwQYQsOWJbQ%7C?hl=id,disini makanan nya enak dan pelayanan nya dian sangat baik dan ramah murah senyum.,2025-05-16,5.0,5.0,5.0,82,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VQRzV5OG5scDd5OHZ3RRAB,5,Yuswartini Saiin,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQRzV5OG5scDd5OHZ3RRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEPG5y8nlp7y8vwE%7CCgwIjdCbwQYQwMOThAE%7C?hl=id,"Makanan nya sangat enak,suasana nya nyaman, untuk pelayanan nya sangat ramah dengan mba lisa",2025-05-16,5.0,5.0,5.0,92,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VOblFqTHVqbjVlSVBREAE,5,ferra dian,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VOblFqTHVqbjVlSVBREAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKENnQjLujn5eIPQ%7CCgwIt82bwQYQ0MmBjwI%7C?hl=id,Pelayanan di sini sangat enak dan tempat nya sangat nyaman dan pelayanan dian sangat baik,2025-05-16,5.0,5.0,5.0,89,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VMTEN3cmZZX0ltTnFRRRAB,5,Firmansyah Dian,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMTEN3cmZZX0ltTnFRRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKELLCwrfY_ImNqQE%7CCgwIgsybwQYQ2L7tuQE%7C?hl=id,Pelayanan nya sangat baik rizki sangat murah senyum dan melayani dengan baik,2025-05-16,5.0,5.0,5.0,76,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VJdmYxOE9tMDhEQkhnEAE,5,Siti Falda Akhyar,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJdmYxOE9tMDhEQkhnEAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEIvf18Om08DBHg%7CCgwI2MebwQYQyK33mwM%7C?hl=id,Utk makanannya enak dan rasanya pas Utk pelayanannya pelayan nya lisa sangat ramah dan murah senyum Suasananya nya nyaman,2025-05-16,5.0,5.0,5.0,122,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VNejY0cC00NnBXTEJREAE,5,Dila,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VNejY0cC00NnBXTEJREAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEMz64p-46pWLBQ%7CCgwIttGQwQYQuJ6UuwE%7C?hl=id,"Aku bukan orang Lampung dan baru kali ini nyobain makan Pepenyok di Lamban Sabah. Aku penasaran karena katnya pepenyok ini makanan khas Lampung Barat yang udah ditetapkan sebagai salah satu warisan budaya tak benda. Ternyata rasanya beneran enak, rasanya pedas kayak gule asam padeh gitu, tapi enakan ini. Recomended deh. Buat pelayanannya ramah. Tempatnya cakep. Ada area outdoornya lesehan dan non-lesehan dan indoor non lesehan. Indoornya ada sampai lantai 2. Disini lesehannya disaung-saung tengah sawah cakep gitu. Tapi tetap bersih dan rapi. Kids-friendly, ada area bermain anak-anak, dan anak juga bis akihat ikan-ikan. Mushollanya rapi.",2025-05-14,5.0,5.0,5.0,649,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VNZmJ2WTNEaHJtci1RRRAB,4,Nuritta Mashruro,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNZmJ2WTNEaHJtci1RRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEMfbvY3Dhrmr-QE%7CCgsIsamKwQYQ-Kq6KQ%7C?hl=id,"Lumayan bagus, suasananya asri cocok untuk makan siang keluarga atau reunian,",2025-05-13,4.0,4.0,4.0,77,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VKWEszNlhpdE9tVmxnRRAB,5,Jupriyadi Tasik,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKWEszNlhpdE9tVmxnRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEJXK36XitOmVlgE%7CCgwIjcD3wAYQ4O773QE%7C?hl=id,"Makanan enak dan pelayanan sangat memuaskan, Lisa",2025-05-09,5.0,5.0,5.0,49,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VMbXJ3NGY5MGRXOWtRRRAB,5,Debi Astri dewi,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMbXJ3NGY5MGRXOWtRRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKELmrw4f90dW9kQE%7CCgsIwL73wAYQsMuNNw%7C?hl=id,"Makanan dan minuman nya enak, tempat nya adem, pelayanan nya sangat memuaskan dengan mba lisa",2025-05-09,5.0,5.0,5.0,93,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VQbkdxcHlaa2NXNVBREAE,5,Chelsea Nasywa,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VQbkdxcHlaa2NXNVBREAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEPnGqpyZkcW5PQ%7CCgwI-r33wAYQyN-v6wE%7C?hl=id,"makanan nya yang sangat enak, minuman nya juga enak, matcha nya ga paitt disini tempatnya enak bgt, sejukk. pelayanan nya memuaskan dengan mba lisa",2025-05-09,5.0,5.0,5.0,150,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VNS1I3SWFIMmJMLTVRRRAB,5,Rubi Maulana,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNS1I3SWFIMmJMLTVRRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEMKR7IaH2bL-5QE%7CCgwI-rb1wAYQ-KHN8QI%7C?hl=id,Resto lamban sabah dengan berbagai macam menu makanan yg enak Dan banyak jga makanak hass lampung dan dengan pelayanan nya jga dari awal datang sampai pembayaran di kasir semua karyawan nya sangat ramah tamah termasuk dengan mba Abel yg awal dari awal sudah menghendel,2025-05-09,5.0,5.0,5.0,278,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VMMzNrTFRSb0kzenBRRRAB,5,Kiay Anjas,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMMzNrTFRSb0kzenBRRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEL33kLTRoI3zpQE%7CCgwInrb1wAYQkPWhvgI%7C?hl=id,Resto laman Sabah dengan berbagai macam makanan has Lampung yg enakdan pelayanan dari awal datang sampai ahir pembayaran di kasir semua setiap dan kariawan nya ramah tamah apa lagi dengan mba abel terima kasih pelayanan nya kami sangat puas,2025-05-09,5.0,5.0,5.0,241,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VLdU9fLWVxc3ZUOHVRRRAB,5,Yunida Nirvanacell,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VLdU9fLWVxc3ZUOHVRRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEKuO_-eqsvT8uQE%7CCgwI3rX1wAYQ4N3x-wI%7C?hl=id,Terimakasih atas pelayanan nya mba Abel kmi sangat puas,2025-05-09,5.0,5.0,5.0,55,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VNYmctcVRpaXNiQThnRRAB,5,Yunita Vero,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNYmctcVRpaXNiQThnRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEMbg-qTiisbA8gE%7CCgwI9r3xwAYQuOLz8gI%7C?hl=id,Makanan enak sesuai selera. Sdh bolak balik kesini,2025-05-08,5.0,5.0,5.0,50,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VMV093ZWFabzZDWTJnRRAB,5,Ayuma Citra,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMV093ZWFabzZDWTJnRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKELWOweaZo6CY2gE%7CCgwI6bzxwAYQkPnnxQE%7C?hl=id,"Tempat nyaman, rasa enak, pelayanan cepat",2025-05-08,5.0,5.0,5.0,41,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VQblltNXpLMmJYMENBEAE,5,Marta Iing,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VQblltNXpLMmJYMENBEAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEPnYm5zK2bX0CA%7CCgsI6OLrwAYQsJ3DOA%7C?hl=id,Lumayan enak.apalgi ada es cream gratis,2025-05-07,5.0,5.0,5.0,39,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VPYUg1dWpadk5MaG9BRRAB,5,si ella,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VPYUg1dWpadk5MaG9BRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEOaH5ujZvNLhoAE%7CCgwI7efmwAYQuJnqiwM%7C?hl=id,pelayanannya ramah n ok bangett,2025-05-06,5.0,5.0,5.0,31,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VJcmN4ZXlJeGFTT1pnEAE,5,Queen,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJcmN4ZXlJeGFTT1pnEAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEIrcxeyIxaSOZg%7CCgwIq-fmwAYQiNLg7gI%7C?hl=id,Makanannya enak semua pelayanan ok bangett,2025-05-06,5.0,5.0,5.0,42,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VJbm13dXpmcUlub3lnRRAB,5,Joko Dwi,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJbm13dXpmcUlub3lnRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEInmwuzfqInoygE%7CCgwI7tzmwAYQ6K-VtwE%7C?hl=id,"Pelayananya ramah mbk lisa amelia Makananya enak , suasana sangant nyaman",2025-05-06,5.0,5.0,5.0,75,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VMaVl2TUg1d2VMNi1BRRAB,5,Ririn Sulistioningsih,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMaVl2TUg1d2VMNi1BRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKELiYvMH5weL6-AE%7CCgwIhNzmwAYQ8POx3AM%7C?hl=id,"Tempat nyaman, menunya enak dan mantap dan pelayanan lisaramah",2025-05-06,5.0,5.0,5.0,64,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VQNksyOE9vN3ZmYnhBRRAB,5,Peni Andriyani,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQNksyOE9vN3ZmYnhBRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEP6K28Oo7vfbxAE%7CCgwI3tvmwAYQ2Ozl_AE%7C?hl=id,"Secara menyeluruh makanannya enak dan recomended, pelayanan ramah dan cepat dengan Mb Lisa Amelia. Terima kasih Lamban Sabah Resto",2025-05-06,5.0,5.0,5.0,132,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VOXzl2WUR2MGJqRm1nRRAB,5,Masnova Liana,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOXzl2WUR2MGJqRm1nRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEN_9vYDv0bjFmgE%7CCgwIg9vmwAYQgIfhywE%7C?hl=id,"Tempat nya nyaman dan asri ,pelayanan Lisa nya ramah ,makanan nya enak bersih dan yummie...",2025-05-06,5.0,5.0,5.0,94,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VKMi1qdHVyNzlfOW53RRAB,5,Retno Wulandari,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKMi1qdHVyNzlfOW53RRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEJ2-jtur79_9nwE%7CCgwI7drmwAYQiLK9nAI%7C?hl=id,"Rasa makanan pas, pelayanan ramah mb. Lisa Amelia. Mas. Riski nya ganteng",2025-05-06,5.0,5.0,5.0,75,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VQSEwwSzJjbFlpeWJBEAE,5,D Ajeng,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VQSEwwSzJjbFlpeWJBEAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEPHL0K2clYiybA%7CCgwIxdrmwAYQ8N-ohgE%7C?hl=id,"makanannya enak, pelayanan ramah Lisa Amelia, tempatnya bersih sejuk, halaman parkirnya luas",2025-05-06,5.0,5.0,5.0,94,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VJQ0FnTUNZOXJtYlFBEAE,5,Peter Indrawan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNZOXJtYlFBEAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEICAgMCY9rmbQA%7CCgsI-7bcwAYQ4NG5GA%7C?hl=id,"Menu banyak, makanan enak, tempat nyaman",2025-05-04,4.0,5.0,4.0,40,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VJQ0FnTUNZOXVua3ZRRRAB,5,Smith Lee,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNZOXVua3ZRRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEICAgMCY9unkvQE%7CCgwI3bXcwAYQwPDS5wE%7C?hl=id,"Makanan enak, cuci tangan dekat, suasana adem nyaman, empalnya enak empuk, sampai ludes dah",2025-05-04,5.0,5.0,5.0,91,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VJQ0FnTUNZOXRiQjFBRRAB,5,Arga Yudha,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNZOXRiQjFBRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEICAgMCY9tbB1AE%7CCgwI3q7cwAYQiIarlgM%7C?hl=id,"Tempatnya bagus, ayam bakar dan udang bakarnya enak2, pelayanan mas faldi top banget gercep, rekomen banget deh",2025-05-04,5.0,5.0,5.0,112,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChZDSUhNMG9nS0VJQ0FnTUNZOXVqeUhREAE,5,Nissa_24,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNZOXVqeUhREAE!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEICAgMCY9ujyHQ%7CCgwIyqHcwAYQ0LqPjwE%7C?hl=id,"suasana y asriii bgtt,cocok untuk kelurga besarrr.. makanan y jg sangtt enakk..bumbu rempah2 y sangat berasa ..sedep pokonya ok dechh pokonya",2025-05-04,5.0,5.0,5.0,145,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VJQ0FnTUNZOXFpaTFBRRAB,5,Indra Oebin,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNZOXFpaTFBRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEICAgMCY9qii1AE%7CCgwIpKHcwAYQuLWllwE%7C?hl=id,"Makanan enak2 dan sesuai pesanan... Mantap, suasananya nyaman walau diterik matahari, bakal balik lagi next...",2025-05-04,5.0,5.0,5.0,110,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VJQ0FnTUNZOXZDZnlBRRAB,5,Aminius Muchtar,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNZOXZDZnlBRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEICAgMCY9vCfyAE%7CCgwI1aDcwAYQ6O3LpgM%7C?hl=id,"Tempat suasana pondok asri, makanan cocok dilidah, mantap",2025-05-04,5.0,5.0,5.0,57,positif
Lamban Sabah Resto,"Jl. Padat Karya, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",-5.3712245,105.2912841,https://www.google.com/maps/search/?api=1&query=Lamban%20Sabah%20Resto&query_place_id=ChIJXfdY1b3bQC4Risx5j9XrqUA,ChdDSUhNMG9nS0VJQ0FnTUNZdHYtUmdRRRAB,5,Pempek joss Melati mas,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNZdHYtUmdRRRAB!2m1!1s0x0:0x40a9ebd58f79cc8a!3m1!1s2@1:CIHM0ogKEICAgMCYtv-RgQE%7CCgwIpp7cwAYQsJDk4wE%7C?hl=id,"Tempat nyaman adem,pelayanan, makanan oke",2025-05-04,5.0,5.0,5.0,41,positif
