"address","categories/0","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Jenis makanan","reviewContext/Layanan","reviewContext/Tarif per orang","reviewContext/Tempat parkir","reviewContext/Tingkat kebisingan","reviewContext/Waktu tunggu","reviewDetailedRating/Layanan","reviewDetailedRating/Makanan","reviewDetailedRating/Suasana","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","false","id","0","-5.4400267","105.2652723","Soni Wijaya","Kupang Kota, Kecamatan Teluk Betung Utara",,"false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"2 bulan lalu","2025-03-22T07:52:23.516Z",,,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnTUN3bl8ydUdnEAE",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUN3bl8ydUdnEAE!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMCwn_2uGg%7CCgwIt9j5vgYQ4J6h9gE%7C?hl=id","108701217435579462828","3","https://lh3.googleusercontent.com/a-/ALV-UjUi7Xxs3kMTVju0fg_icJs0dWQgp-D3b5i94NHLyKwQy8JHQdpD=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108701217435579462828?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false",,,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","true","id","0","-5.4400267","105.2652723","Andalan Utama Goenawan","Kupang Kota, Kecamatan Teluk Betung Utara",,"false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"2 bulan lalu","2025-03-20T04:27:56.533Z",,,,"Makan siang","Makan di tempat","Rp 25.000–50.000",,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTUN3cGVYQmZREAE",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUN3cGVYQmZREAE!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMCwpeXBfQ%7CCgwIzLLuvgYQ8Nm5_gE%7C?hl=id","115311811191808407604","92","https://lh3.googleusercontent.com/a-/ALV-UjV4d_94gKSx8gDAnj75crFI_Hv1fFfya6cMo8SrCUl-ZNYM_AMvtg=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/115311811191808407604?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false",,,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","true","id","0","-5.4400267","105.2652723","Pangeran Anom Pejurit","Kupang Kota, Kecamatan Teluk Betung Utara","id","false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"2 bulan lalu","2025-03-18T23:05:07.669Z",,,,"Makan malam","Bawa pulang","Rp 25.000–50.000",,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnTUN3enUyTnpBRRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUN3enUyTnpBRRAB!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMCwzu2NzAE%7CCgwIo_jnvgYQ-L6JvwI%7C?hl=id","106634957967449380093","36","https://lh3.googleusercontent.com/a-/ALV-UjXnY-slr_N5pRJyV2w_K1ZmgoYk8EiB6TpJApU-6f5qSwH0ChM=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/106634957967449380093?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false","Mantabbb",,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","false","id","0","-5.4400267","105.2652723","NGADIMIN, Min","Kupang Kota, Kecamatan Teluk Betung Utara",,"false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"2 bulan lalu","2025-03-08T13:52:11.819Z",,,,,,,,,,"5",,"5","ChZDSUhNMG9nS0VJQ0FnTURRc01PNk9nEAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90BuORDwChTMU_KlKJPofmVHr4bUp9waGgZD1iGILOCVGCZ3RSt_Xni4aRCkf8aQQmqU7CwQ5RvM77O_PTj2YnASVV7fJeoXDAGQgjMAMb0FeNuoxDIzyYHaxvDy_hU2UFfhT1e7",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRc01PNk9nEAE!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMDQsMO6Og%7CCgwIi5exvgYQ2K3ThgM%7C?hl=id","117545646143604485926","0","https://lh3.googleusercontent.com/a-/ALV-UjUrpk4gIs1WTzvBeFaI2FhwhaRLTuk-ak6u6riSQ-rU-Oxs0x6X=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117545646143604485926?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false",,,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","true","id","0","-5.4400267","105.2652723","Daniel Runtuwene","Kupang Kota, Kecamatan Teluk Betung Utara",,"false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"2 bulan lalu","2025-03-06T02:07:30.159Z",,,,"Makan siang","Makan di tempat","Rp 75.000–100.000",,,,"5","5","4","ChZDSUhNMG9nS0VJQ0FnTUNRdVl2aUtnEAE",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNRdVl2aUtnEAE!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMCQuYviKg%7CCgsI4oakvgYQ6PWbTA%7C?hl=id","113840040596690511338","85","https://lh3.googleusercontent.com/a-/ALV-UjXiRNjsYaS_BIExXIlHBmt9OczPkIVs0sVoiPJ7AWMbDvIfoUs=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/113840040596690511338?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false",,,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","false","id","0","-5.4400267","105.2652723","Arif Saputra","Kupang Kota, Kecamatan Teluk Betung Utara",,"false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"3 bulan lalu","2025-03-01T02:51:53.001Z",,,,,,"Rp 250.000+",,,,,,,"ChZDSUhNMG9nS0VJQ0FnTUNRd0wtMVVBEAE",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNRd0wtMVVBEAE!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMCQwL-1UA%7CCgoIyeyJvgYQ-PNz%7C?hl=id","116333141970073158131","0","https://lh3.googleusercontent.com/a-/ALV-UjUKIL-VVUYTRuyjlJuZ6PXpc8mpKW3zDsDueChxqitnxhcmwJqd=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116333141970073158131?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","3","Lampung","Jl. Diponegoro No.1","false",,,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","false","id","0","-5.4400267","105.2652723","Trippie","Kupang Kota, Kecamatan Teluk Betung Utara",,"false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"3 bulan lalu","2025-02-21T07:51:04.928Z",,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTUNneDZmNmF3EAE",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNneDZmNmF3EAE!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMCgx6f6aw%7CCgwI6ODgvQYQiMHSugM%7C?hl=id","105162539044605850340","4","https://lh3.googleusercontent.com/a-/ALV-UjVu4qYoG9XYlvyBlHv7O7h9c87mwH85in4xufEjCjH3IT1RQlQoPw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105162539044605850340?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false",,,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","false","id","0","-5.4400267","105.2652723","ramesh satya","Kupang Kota, Kecamatan Teluk Betung Utara",,"false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"3 bulan lalu","2025-02-19T14:02:40.597Z",,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTUNnMWFyZFBREAE",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNnMWFyZFBREAE!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMCg1ardPQ%7CCgwIgMnXvQYQqL7tnAI%7C?hl=id","115685681310862088549","2","https://lh3.googleusercontent.com/a/ACg8ocJEp0-bYpg9A30H3CqUL3it0TqCyXRECuUy5m0DRZT2AtApwg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115685681310862088549?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false",,,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","true","id","0","-5.4400267","105.2652723","Saksham Jadaun","Kupang Kota, Kecamatan Teluk Betung Utara","en","false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"3 bulan lalu","2025-02-19T07:31:46.573Z",,,,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnTUNneGNlVnNBRRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNneGNlVnNBRRAB!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMCgxceVsAE%7CCgwI4pHWvQYQ0Ju0kQI%7C?hl=id","115271560608955869335","6","https://lh3.googleusercontent.com/a-/ALV-UjVRKB6nLD-QjnhphywvFbL_guoYitJMkjm137Wv74gdlDqmSqJqAA=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/115271560608955869335?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false","Its a nice place for restaurant. And the food was great, the rendang. I like the rice most. You should try it.","Tempat ini bagus untuk restoran. Makanannya juga enak, rendangnya. Saya paling suka nasinya. Anda harus mencobanya.","Begadang Resto Convention Hall","4.7","id","https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","true","id","0","-5.4400267","105.2652723","Mr.Raj Yadav","Kupang Kota, Kecamatan Teluk Betung Utara","en","false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"3 bulan lalu","2025-02-19T06:29:13.753Z",,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTUNneGJxZGN3EAE",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNneGJxZGN3EAE!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMCgxbqdcw%7CCgwIufTVvQYQkPii5wI%7C?hl=id","106177946054017679085","5","https://lh3.googleusercontent.com/a-/ALV-UjWOew4_Fjs05VQbNXQk5WiMyy44SMR3wqtqfHrfIsK15P9PpeY=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/106177946054017679085?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false","Great , Excellent","Hebat, Luar Biasa","Begadang Resto Convention Hall","4.7","id","https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","true","id","0","-5.4400267","105.2652723","Aprilianto Andaru","Kupang Kota, Kecamatan Teluk Betung Utara","id","false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"3 bulan lalu","2025-02-09T22:41:12.428Z",,,,"Sarapan siang","Makan di tempat","Rp 25.000–50.000",,,,"5","5","1","ChdDSUhNMG9nS0VJQ0FnTURBc2QtXzVnRRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBc2QtXzVnRRAB!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMDAsd-_5gE%7CCgwIiN6kvQYQ2OWnzAE%7C?hl=id","114411998461862496798","42","https://lh3.googleusercontent.com/a-/ALV-UjVAcuTHFwkKzi10VBqu3bPs7PW9eyLdIgEEMl-Sy77l7c-N7dET=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/114411998461862496798?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false","Tempat dan makanan nya enak..tapi sayang kalau pas ada acara di lantai 2 sangat mengganggu banget suara organ tunggal nya..terdengar sampai kebawah ,jadi berisik banget..
Mohon di perbaiki lagi,,",,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","true","id","0","-5.4400267","105.2652723","Arjuna Rent Car Lampung","Kupang Kota, Kecamatan Teluk Betung Utara","id","false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"3 bulan lalu","2025-02-07T11:13:56.384Z",,,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURBek9ud1pnEAE",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBek9ud1pnEAE!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMDAzOnwZg%7CCgwI9NWXvQYQ4Ja6twE%7C?hl=id","104803860991758441060","23","https://lh3.googleusercontent.com/a-/ALV-UjWWudYqnnDzaf2KhW9UNDKQbiWbhkqmBRB5CfBHF-3r1U1EvaI=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/104803860991758441060?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false","Tempat makan favorit..",,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
"Jl. Diponegoro No.1, Kupang Kota, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35225, Indonesia","Restoran Padang","Restoran Padang","6080063828653653936","Kota Bandar Lampung","ID","0x2e40db00e03bfd01:0x5460b9d6ae9a3fb0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noS-_mhjZeORXW6iMjTLcZWv2C4mkII857cED7can2tlVbNvbk_yYlwD415VhtLdU8XJYo4VzFRkShOPP0LUmk-gCb8MXEXKGMz7UEYpZWChBoVys3mMXmzGDHScVYqRaJjEHYK4A=w426-h240-k-no","false","false","id","0","-5.4400267","105.2652723","Bangraju 199","Kupang Kota, Kecamatan Teluk Betung Utara",,"false","ChIJAf074ADbQC4RsD-arta5YFQ","35225",,"4 bulan lalu","2025-02-01T08:52:06.607Z",,,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnTUNBX29MLXJnRRAB",,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBX29MLXJnRRAB!2m1!1s0x0:0x5460b9d6ae9a3fb0!3m1!1s2@1:CIHM0ogKEICAgMCA_oL-rgE%7CCgwItsH3vAYQ4MS6oQI%7C?hl=id","107585108646046638648","5","https://lh3.googleusercontent.com/a/ACg8ocIaB0sLbDDTPFmCtgwjjQ1b2xsITbZxwSNeOqc89C2-L0uW0g=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107585108646046638648?hl=id","710","2025-06-03T09:23:27.960Z","Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ","5","Lampung","Jl. Diponegoro No.1","false",,,"Begadang Resto Convention Hall","4.7",,"https://www.google.com/maps/search/?api=1&query=Begadang%20Resto%20Convention%20Hall&query_place_id=ChIJAf074ADbQC4RsD-arta5YFQ",
